name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line,img
Pikipek,731,35,75,30,30,30,65,265,Normal,Flying,"Keen Eye, Skill Link, Pickup",Technician,"Pikipek, Trumbeak, Toucannon",731
Trumbeak,732,55,85,50,40,50,75,355,Normal,Flying,"Keen Eye, Skill Link, Pickup",Technician,"Pikipek, Trumbeak, Toucannon",732
Toucannon,733,80,120,75,75,75,60,485,Normal,Flying,"Keen Eye, Skill Link, Sheer Force",Technician,"Pikipek, Trumbeak, Toucannon",733
Yungoos,734,48,70,30,30,30,45,253,Normal,,"Stakeout, Strong Jaw, Adaptability",Tough Claws,"Yungoos, Gumshoos",734
Gumshoos,735,88,110,60,55,60,45,418,Normal,,"Stakeout, Strong Jaw, Adaptability",Tough Claws,"Yungoos, Gumshoos",735
Grubbin,736,47,62,45,55,45,46,300,Bug,,Swarm,Shield Dust,"Grubbin, Charjabug, Vikavolt",736
Charjabug,737,57,82,95,55,75,36,400,Bug,Electric,Battery,Power Spot,"Grubbin, Charjabug, Vikavolt",737
Vikavolt,738,77,70,90,145,75,43,500,Bug,Electric,Levitate,Speed Boost,"Grubbin, Charjabug, Vikavolt",738
Crabrawler,739,47,82,57,42,47,63,338,Fighting,,"Hyper Cutter, Iron Fist, Anger Point",Water Bubble,"Crabrawler, Crabominable",739
Crabominable,740,97,132,77,62,67,43,478,Fighting,Ice,"Hyper Cutter, Iron Fist, Anger Point",Water Bubble,"Crabrawler, Crabominable",740
Baile Oricorio,741,75,70,70,98,70,93,476,Fire,Flying,Dancer,Adaptability,"Baile Oricorio, Pom-Pom Oricorio, Pau Oricorio, Sensu Oricorio",741
Pom-Pom Oricorio,741,75,70,70,98,70,93,476,Electric,Flying,Dancer,Adaptability,"Baile Oricorio, Pom-Pom Oricorio, Pau Oricorio, Sensu Oricorio",741-pompom
Pau Oricorio,741,75,70,70,98,70,93,476,Psychic,Flying,Dancer,Adaptability,"Baile Oricorio, Pom-Pom Oricorio, Pau Oricorio, Sensu Oricorio",741-pau
Sensu Oricorio,741,75,70,70,98,70,93,476,Ghost,Flying,Dancer,Adaptability,"Baile Oricorio, Pom-Pom Oricorio, Pau Oricorio, Sensu Oricorio",741-sensu
Cutiefly,742,40,45,40,55,40,84,304,Bug,Fairy,"Honey Gather, Shield Dust, Sweet Veil",Pickup,"Cutiefly, Ribombee",742
Ribombee,743,60,55,60,95,70,124,464,Bug,Fairy,"Honey Gather, Shield Dust, Sweet Veil",Pickup,"Cutiefly, Ribombee",743
Rockruff,744,45,65,40,30,40,60,280,Rock,,"Keen Eye, Vital Spirit, Steadfast",Pickup,"Rockruff, Own Tempo Rockruff, Midday Lycanroc, Midnight Lycanroc, Dusk Lycanroc",744
Own Tempo Rockruff,744,45,65,40,30,40,60,280,Rock,,Own Tempo,Pickup,"Rockruff, Own Tempo Rockruff, Midday Lycanroc, Midnight Lycanroc, Dusk Lycanroc",744
Midday Lycanroc,745,75,115,65,55,65,112,487,Rock,,"Keen Eye, Sand Rush, Steadfast",Sturdy,"Rockruff, Own Tempo Rockruff, Midday Lycanroc, Midnight Lycanroc, Dusk Lycanroc",745
Midnight Lycanroc,745,85,115,75,55,75,82,487,Rock,,"Keen Eye, Vital Spirit, No Guard",Intimidate,"Rockruff, Own Tempo Rockruff, Midday Lycanroc, Midnight Lycanroc, Dusk Lycanroc",745-midnight
Dusk Lycanroc,745,75,117,65,55,65,110,487,Rock,,Tough Claws,Stakeout,"Rockruff, Own Tempo Rockruff, Midday Lycanroc, Midnight Lycanroc, Dusk Lycanroc",745-dusk
Wishiwashi,746,45,20,20,25,25,40,175,Water,,Schooling,Regenerator,"Wishiwashi, School Wishiwashi",746
School Wishiwashi,746,45,140,130,140,135,30,620,Water,,Schooling,Regenerator,"Wishiwashi, School Wishiwashi",746-school
Mareanie,747,50,53,62,43,52,45,305,Poison,Water,"Merciless, Limber, Regenerator",Toxic Debris,"Mareanie, Toxapex",747
Toxapex,748,50,63,152,53,142,35,495,Poison,Water,"Merciless, Limber, Regenerator",Toxic Debris,"Mareanie, Toxapex",748
Mudbray,749,70,100,70,45,55,45,385,Ground,,"Own Tempo, Stamina, Inner Focus",Sap Sipper,"Mudbray, Mudsdale",749
Mudsdale,750,100,125,100,55,85,35,500,Ground,,"Own Tempo, Stamina, Inner Focus",Sap Sipper,"Mudbray, Mudsdale",750
Dewpider,751,38,40,52,40,72,27,269,Water,Bug,"Water Bubble, Water Absorb",Tinted Lens,"Dewpider, Araquanid",751
Araquanid,752,68,70,92,50,132,42,454,Water,Bug,"Water Bubble, Water Absorb",Tinted Lens,"Dewpider, Araquanid",752
Fomantis,753,40,55,35,50,35,35,250,Grass,,"Leaf Guard, Contrary",Sharpness,"Fomantis, Lurantis",753
Lurantis,754,70,105,90,80,90,45,480,Grass,,"Leaf Guard, Contrary",Sharpness,"Fomantis, Lurantis",754
Morelull,755,40,35,55,65,75,15,285,Grass,Fairy,"Illuminate, Effect Spore, Rain Dish",Triage,"Morelull, Shiinotic",755
Shiinotic,756,60,45,80,90,100,30,405,Grass,Fairy,"Illuminate, Effect Spore, Rain Dish",Triage,"Morelull, Shiinotic",756
Salandit,757,48,44,40,71,40,77,320,Poison,Fire,"Corrosion, Oblivious",Pickup,"Salandit, Salazzle",757
Salazzle,758,68,64,60,111,60,117,480,Poison,Fire,"Corrosion, Oblivious",Dragons Maw,"Salandit, Salazzle",758
Stufful,759,70,75,50,45,50,50,340,Normal,Fighting,"Fluffy, Klutz, Cute Charm",Scrappy,"Stufful, Bewear",759
Bewear,760,120,125,80,55,60,60,500,Normal,Fighting,"Fluffy, Klutz, Unnerve",Scrappy,"Stufful, Bewear",760
Bounsweet,761,42,30,38,30,38,32,210,Grass,,"Leaf Guard, Oblivious, Sweet Veil",Simple,"Bounsweet, Steenee, Tsareena",761
Steenee,762,52,40,48,40,48,62,290,Grass,,"Leaf Guard, Oblivious, Sweet Veil",Simple,"Bounsweet, Steenee, Tsareena",762
Tsareena,763,72,120,98,50,98,72,510,Grass,,"Leaf Guard, Queenly Majesty, Sweet Veil",Moxie,"Bounsweet, Steenee, Tsareena",763
Comfey,764,51,52,90,82,110,100,485,Fairy,,"Flower Veil, Triage, Natural Cure",Friend Guard,Comfey,764
Oranguru,765,90,60,80,90,110,60,490,Normal,Psychic,"Inner Focus, Telepathy, Symbiosis",Power Spot,Oranguru,765
Passimian,766,100,120,90,40,60,80,490,Fighting,,"Receiver, Defiant",Libero,Passimian,766
Wimpod,767,25,35,40,20,30,80,230,Bug,Water,"Wimp Out, Run Away",Regenerator,"Wimpod, Golisopod",767
Golisopod,768,75,125,140,60,90,40,530,Bug,Water,"Emergency Exit, Anticipation",Regenerator,"Wimpod, Golisopod",768
Sandygast,769,55,55,80,70,45,15,320,Ghost,Ground,"Water Compaction, Sand Veil",Sand Spit,"Sandygast, Palossand",769
Palossand,770,85,75,110,100,75,35,480,Ghost,Ground,"Water Compaction, Sand Veil",Sand Spit,"Sandygast, Palossand",770
Pyukumuku,771,55,60,130,30,130,5,410,Water,,"Innards Out, Unaware",Purifying Salt,Pyukumuku,771
Type: Null,772,95,95,95,95,95,59,534,Normal,,Battle Armor,Clear Body,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",772
Normal Silvally,773,95,95,95,95,95,95,570,Normal,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773
Fighting Silvally,773,95,95,95,95,95,95,570,Fighting,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-fighting
Flying Silvally,773,95,95,95,95,95,95,570,Flying,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-flying
Poison Silvally,773,95,95,95,95,95,95,570,Poison,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-poison
Ground Silvally,773,95,95,95,95,95,95,570,Ground,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-ground
Rock Silvally,773,95,95,95,95,95,95,570,Rock,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-rock
Bug Silvally,773,95,95,95,95,95,95,570,Bug,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-bug
Ghost Silvally,773,95,95,95,95,95,95,570,Ghost,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-ghost
Steel Silvally,773,95,95,95,95,95,95,570,Steel,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-steel
Fire Silvally,773,95,95,95,95,95,95,570,Fire,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-fire
Water Silvally,773,95,95,95,95,95,95,570,Water,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-water
Grass Silvally,773,95,95,95,95,95,95,570,Grass,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-grass
Electric Silvally,773,95,95,95,95,95,95,570,Electric,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-electric
Psychic Silvally,773,95,95,95,95,95,95,570,Psychic,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-psychic
Ice Silvally,773,95,95,95,95,95,95,570,Ice,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-ice
Dragon Silvally,773,95,95,95,95,95,95,570,Dragon,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-dragon
Dark Silvally,773,95,95,95,95,95,95,570,Dark,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-dark
Fairy Silvally,773,95,95,95,95,95,95,570,Fairy,,Rks System,Adaptability,"Type: Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally",773-fairy
Red Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-red-meteor
Orange Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-orange-meteor
Yellow Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-yellow-meteor
Green Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-green-meteor
Blue Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-blue-meteor
Indigo Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-indigo-meteor
Violet Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-violet-meteor
Red Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-red
Orange Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-orange
Yellow Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-yellow
Green Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-green
Blue Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-blue
Indigo Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-indigo
Violet Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior",774-violet
Komala,775,65,115,65,75,95,65,480,Normal,,Comatose,Guts,Komala,775
Turtonator,776,60,78,135,91,85,36,485,Fire,Dragon,Shell Armor,Dauntless Shield,Turtonator,776
Togedemaru,777,65,98,63,40,73,96,435,Electric,Steel,"Iron Barbs, Lightning Rod, Sturdy",Cheek Pouch,Togedemaru,777
Disguised Mimikyu,778,55,90,80,50,105,96,476,Ghost,Fairy,Disguise,Tough Claws,"Disguised Mimikyu, Busted Mimikyu",778-disguised
Busted Mimikyu,778,55,90,80,50,105,96,476,Ghost,Fairy,Disguise,Tough Claws,"Disguised Mimikyu, Busted Mimikyu",778-busted
Bruxish,779,68,105,70,70,70,92,475,Water,Psychic,"Dazzling, Strong Jaw, Wonder Skin",Multiscale,Bruxish,779
Drampa,780,78,60,85,135,91,36,485,Normal,Dragon,"Berserk, Sap Sipper, Cloud Nine",Thick Fat,Drampa,780
Dhelmise,781,70,131,100,86,90,40,517,Ghost,Grass,Steelworker,Water Bubble,Dhelmise,781
Jangmo-o,782,45,55,65,45,45,45,300,Dragon,,"Bulletproof, Soundproof, Overcoat",Dauntless Shield,"Jangmo-o, Hakamo-o, Kommo-o",782
Hakamo-o,783,55,75,90,65,70,65,420,Dragon,Fighting,"Bulletproof, Soundproof, Overcoat",Dauntless Shield,"Jangmo-o, Hakamo-o, Kommo-o",783
Kommo-o,784,75,110,125,100,105,85,600,Dragon,Fighting,"Bulletproof, Soundproof, Overcoat",Dauntless Shield,"Jangmo-o, Hakamo-o, Kommo-o",784
Tapu Koko,785,70,115,85,95,75,130,570,Electric,Fairy,"Electric Surge, Telepathy",Dauntless Shield,Tapu Koko,785
Tapu Lele,786,70,85,75,130,115,95,570,Psychic,Fairy,"Psychic Surge, Telepathy",Berserk,Tapu Lele,786
Tapu Bulu,787,70,130,115,85,95,75,570,Grass,Fairy,"Grassy Surge, Telepathy",Flower Veil,Tapu Bulu,787
Tapu Fini,788,70,75,115,95,130,85,570,Water,Fairy,"Misty Surge, Telepathy",Fairy Aura,Tapu Fini,788
Cosmog,789,43,29,31,29,31,37,200,Psychic,,Unaware,Power Spot,"Cosmog, Cosmoem, Solgaleo, Lunala",789
Cosmoem,790,43,29,131,29,131,37,400,Psychic,,Sturdy,Power Spot,"Cosmog, Cosmoem, Solgaleo, Lunala",790
Solgaleo,791,137,137,107,113,89,97,680,Psychic,Steel,Full Metal Body,Beast Boost,"Cosmog, Cosmoem, Solgaleo, Lunala",791
Lunala,792,137,113,89,137,107,97,680,Psychic,Ghost,Shadow Shield,Beast Boost,"Cosmog, Cosmoem, Solgaleo, Lunala",792
Nihilego,793,109,53,47,127,131,103,570,Rock,Poison,Beast Boost,Levitate,Nihilego,793
Buzzwole,794,107,139,139,53,53,79,570,Bug,Fighting,Beast Boost,Moxie,Buzzwole,794
Pheromosa,795,71,137,37,137,37,151,570,Bug,Fighting,Beast Boost,Tinted Lens,Pheromosa,795
Xurkitree,796,83,89,71,173,71,83,570,Electric,,Beast Boost,Transistor,Xurkitree,796
Celesteela,797,97,101,103,107,101,61,570,Steel,Flying,Beast Boost,Heatproof,Celesteela,797
Kartana,798,59,181,131,59,31,109,570,Grass,Steel,Beast Boost,Technician,Kartana,798
Guzzlord,799,223,101,53,97,53,43,570,Dark,Dragon,Beast Boost,Poison Heal,Guzzlord,799
Necrozma,800,97,107,101,127,89,79,600,Psychic,,Prism Armor,Beast Boost,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma",800
Dusk Mane Necrozma,800,97,157,127,113,109,77,680,Psychic,Steel,Prism Armor,Full Metal Body,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma",800-dusk-mane
Dawn Wings Necrozma,800,97,113,109,157,127,77,680,Psychic,Ghost,Prism Armor,Shadow Shield,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma",800-dawn-wings
Ultra Necrozma,800,97,167,97,167,97,129,754,Psychic,Dragon,Neuroforce,Unnerve,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma",800-ultra
Magearna,801,80,95,115,130,115,65,600,Steel,Fairy,Soul Heart,Mirror Armor,"Magearna, Original Magearna",801
Original Magearna,801,80,95,115,130,115,65,600,Steel,Fairy,Soul Heart,Mirror Armor,"Magearna, Original Magearna",801-original
Marshadow,802,90,125,80,90,90,125,600,Fighting,Ghost,Technician,Iron Fist,Marshadow,802
Poipole,803,67,73,67,73,67,73,420,Poison,,Beast Boost,Levitate,"Poipole, Naganadel",803
Naganadel,804,73,73,73,127,73,121,540,Poison,Dragon,Beast Boost,Levitate,"Poipole, Naganadel",804
Stakataka,805,61,131,211,53,101,13,570,Rock,Steel,Beast Boost,Solid Rock,Stakataka,805
Blacephalon,806,53,127,53,151,79,107,570,Fire,Ghost,Beast Boost,Magic Guard,Blacephalon,806
Zeraora,807,88,112,75,102,80,143,600,Electric,,Volt Absorb,Tough Claws,Zeraora,807
Meltan,808,46,65,65,55,35,34,300,Steel,,Magnet Pull,Heatproof,"Meltan, Melmetal, Gigantamax Melmetal",808
Melmetal,809,135,143,143,80,65,34,600,Steel,,Iron Fist,Heatproof,"Meltan, Melmetal, Gigantamax Melmetal",809
Gigantamax Melmetal,809,161,169,154,106,76,34,700,Steel,,Iron Fist,Full Metal Body,"Meltan, Melmetal, Gigantamax Melmetal",809-gigantamax
Grookey,810,50,65,50,40,40,65,310,Grass,,"Overgrow, Grassy Surge",Pickpocket,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom",810
Thwackey,811,70,85,70,55,60,80,420,Grass,,"Overgrow, Grassy Surge",Pickpocket,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom",811
Rillaboom,812,100,125,90,60,70,85,530,Grass,,"Overgrow, Grassy Surge",Grass Pelt,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom",812
Gigantamax Rillaboom,812,125,140,105,90,85,85,630,Grass,,Grassy Surge,Grass Pelt,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom",812-gigantamax
Scorbunny,813,50,71,40,40,40,69,310,Fire,,"Blaze, Libero",Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace",813
Raboot,814,65,86,60,55,60,94,420,Fire,,"Blaze, Libero",Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace",814
Cinderace,815,80,116,75,65,75,119,530,Fire,,"Blaze, Libero",Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace",815
Gigantamax Cinderace,815,100,141,80,95,80,134,630,Fire,,Libero,Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace",815-gigantamax
Sobble,816,50,40,40,70,40,70,310,Water,,"Torrent, Sniper",Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon",816
Drizzile,817,65,60,55,95,55,90,420,Water,,"Torrent, Sniper",Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon",817
Inteleon,818,70,85,65,125,65,120,530,Water,,"Torrent, Sniper",Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon",818
Gigantamax Inteleon,818,95,117,67,147,67,137,630,Water,,Sniper,Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon",818-gigantamax
Skwovet,819,70,55,55,35,35,25,275,Normal,,"Cheek Pouch, Gluttony",Harvest,"Skwovet, Greedent",819
Greedent,820,120,95,95,55,75,20,460,Normal,,"Cheek Pouch, Gluttony",Harvest,"Skwovet, Greedent",820
Rookidee,821,38,47,35,33,35,57,245,Flying,,"Keen Eye, Unnerve, Big Pecks",Gale Wings,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight",821
Corvisquire,822,68,67,55,43,55,77,365,Flying,,"Keen Eye, Unnerve, Big Pecks",Gale Wings,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight",822
Corviknight,823,98,87,105,53,85,67,495,Flying,Steel,"Pressure, Unnerve, Mirror Armor",Iron Barbs,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight",823
